,Name,min1,index1,min2,index2,min3,index3,min4,index4,min5,index5,min6,index6,max,max_index,maxAi,maxA,maxAw,scan_number,maxA0i,maxA0,maxA0w,maxBi,maxB,maxBw,maxCi,maxC,maxCw,Int_A,Int_C,Int_N_A,Unnamed: 0
86,ASW_2020_11_19_87,-0.02019031,6636,-0.01071734,4151,-0.01079647,4103,-0.003037857,2486,-0.001349479,2273,0.004534622,457,0.3996204,5043,5043,0.4137380978430584,3231.197,87,5043.0,0.3996204,3231.197,2989,0.011818186834260978,2240.914,1702,0.01950181693447137,1620.42,109.98785416142529,7.64040950081977,108.41965099681124,
87,ASW_2020_11_19_88,-0.02003264,6636,-0.01063006,4151,-0.01071702,4122,-0.002963907,2486,-0.001241082,2273,0.00470569,494,0.400199,5043,5043,0.4142041510905432,3231.197,88,5043.0,0.400199,3231.197,2989,0.011766443512836185,2240.914,1702,0.019444655410905003,1620.42,109.89620915583004,7.549184508421912,108.32931266265571,
88,ASW_2020_11_19_89,-0.01756778,6636,-0.01241613,4151,-0.01251021,4122,-0.005220366,2486,-0.003210337,2273,-6.324239e-05,513,0.4269139,5029,5029,0.4411502105633803,3224.447,89,5029.0,0.4269139,3224.447,3010,0.01128563990953545,2251.038,1702,0.0181474293736875,1620.42,106.1562165330177,7.285060746032015,104.64264473020515,
89,ASW_2020_11_19_90,-0.02815943,6636,-0.02110054,4153,-0.02116573,4113,-0.01198677,2488,-0.01047931,2275,-0.005520931,515,0.4124310000000001,5031,5031,0.4360275953443416,3225.4120000000007,90,5031.0,0.4124310000000001,3225.4120000000007,2991,0.011468992156923076,2241.878,1616,0.017556906135795455,1578.957,105.79917389743929,7.343910997288452,104.2906927966443,
90,ASW_2020_11_19_91,-0.02940245,6636,-0.02221752,4153,-0.02230686,4105,-0.01279743,2488,-0.0114046,2275,-0.00619665,515,0.4095711,5031,5031,0.43432924365686665,3225.4120000000007,91,5031.0,0.4095711,3225.4120000000007,2991,0.011514496272727274,2241.878,1616,0.017474152812499998,1578.957,105.55226096025083,7.3629204260838526,104.04730033589762,
91,ASW_2020_11_19_92,-0.03025397,6636,-0.02278006,4153,-0.02283028,4105,-0.01306547,2488,-0.01170667,2275,-0.006157238000000001,496,0.4081888,5031,5031,0.4336116682883609,3225.4120000000007,92,5031.0,0.4081888,3225.4120000000007,3001,0.011387570734693878,2246.699,1616,0.01736268721360315,1578.957,105.42926190136149,7.319202170396265,103.92605499349716,
92,ASW_2020_11_19_93,0.03367463,6636,0.04215638,4151,0.04199823,4116,0.05200313,2474,0.05290212,2275,0.05694484,1012,0.4670281,5033,5033,0.42788214394366203,3226.376,93,5033.0,0.4670281,3226.376,2993,0.012318498319123015,2242.842,1757,0.012952590649247822,1646.937,105.90018281803438,4.391217076409095,104.39026153541047,
93,ASW_2020_11_19_94,-0.03156867,6636,-0.02327313,4160,-0.02336585,4141,-0.01320022,2485,-0.01141513,2276,-0.006262911,496,0.3954834,5033,5033,0.42168141142972543,3226.376,94,5033.0,0.3954834,3226.376,3003,0.01072723270772947,2247.664,1700,0.01657693508764045,1619.456,104.087247181842,6.879157751126335,102.60317467519094,
94,ASW_2020_11_19_95,-0.02609309,6636,-0.01775838,4149,-0.01780835,4118,-0.007433802,2485,-0.0057222340000000005,2276,-0.0002239081,496,0.3970561,5033,5033,0.4177770387615601,3226.376,95,5033.0,0.3970561,3226.376,2993,0.010821901197305571,2242.842,1700,0.016099670450337077,1619.456,103.24317280854237,6.609973272142245,101.77113508621763,
95,ASW_2020_11_19_96,-0.03194668,6636,-0.0236385,4170,-0.02367792,4141,-0.01317373,2485,-0.0113985,2276,-0.005918540999999999,525,0.3871873,5033,5033,0.41373332609083535,3226.376,96,5033.0,0.3871873,3226.376,2993,0.010605153830917877,2242.842,1700,0.01626176172872644,1619.456,102.28873493216692,6.645083184363551,100.83030555332327,
96,ASW_2020_11_19_97,-0.03205803,6636,-0.02369628,4168,-0.02373664,4143,-0.013101400000000001,2485,-0.01135688,2276,-0.005794980999999999,496,0.3832062,5033,5033,0.4098331581807131,3226.376,97,5033.0,0.3832062,3226.376,2993,0.010461968693606754,2242.842,1700,0.016080821480898875,1619.456,101.38506944269535,6.666506510409208,99.93952449632931,
97,ASW_2020_11_19_98,-0.03239944,6636,-0.02383657,4151,-0.02388455,4139,-0.01309081,2485,-0.01127394,2276,-0.005544611999999999,517,0.3790189000000001,5033,5033,0.40589468583098604,3226.376,98,5033.0,0.3790189000000001,3226.376,2993,0.010415107916565905,2242.842,1700,0.0158670092234224,1619.456,100.4967050284618,6.523029182970892,99.06382635235286,
98,ASW_2020_11_19_99,0.004792866,6636,0.01311184,4160,0.01308051,4097,0.02384887,2485,0.02538267,2276,0.03163558,1002,0.4131661,5033,5033,0.4029874039022617,3226.376,99,5033.0,0.4131661,3226.376,2993,0.011059683027295285,2242.842,1757,0.013150619929356358,1646.937,100.08753772381421,4.0763887899383615,98.66049294151917,
99,ASW_2020_11_19_100,-0.03150694,6636,-0.02333619,4149,-0.02338828,4143,-0.01260666,2485,-0.0108045,2276,-0.005051143,496,0.3720381,5033,5033,0.3982785694531564,3226.376,100,5033.0,0.3720381,3226.376,2993,0.010154145536791316,2242.842,1700,0.015547040532584268,1619.456,98.66895456137907,6.391448385896268,97.26213589060814,
100,ASW_2020_11_19_101,-0.03130633,6636,-0.02316872,4162,-0.02321796,4141,-0.01238336,2485,-0.01062229,2266,-0.004882521,525,0.3683976,5033,5033,0.3944312586863379,3226.376,101,5033.0,0.3683976,3226.376,2993,0.010192374487922706,2242.842,1700,0.015496573130959219,1619.456,97.74232264699741,6.386094049501605,96.3487158632267,
101,ASW_2020_11_19_102,-0.03047512,6636,-0.0227327,4160,-0.02276123,4139,-0.01202904,2485,-0.01032118,2266,-0.004493242,496,0.3653843,5033,5033,0.3908468597172859,3226.376,102,5033.0,0.3653843,3226.376,2993,0.010101451805320434,2242.842,1700,0.015324540888135594,1619.456,96.8327111219347,6.3075419619933495,95.45207354901927,
102,ASW_2020_11_19_103,-0.0302815,6636,-0.02264282,4176,-0.02268524,4137,-0.01195536,2474,-0.01034734,2275,-0.004564864,496,0.3618692,5033,5033,0.38717313738211373,3226.376,103,5033.0,0.3618692,3226.376,2993,0.009989027665664464,2242.842,1700,0.015154576345699831,1619.456,95.94087295834223,6.287535583952027,94.57295118428614,
103,ASW_2020_11_19_104,-0.03000103,6636,-0.02244021,4170,-0.02245155,4143,-0.01171263,2485,-0.01008502,2266,-0.00447255,496,0.3585901,5033,5033,0.3836762903974047,3226.376,104,5033.0,0.3585901,3226.376,2993,0.009898755545235224,2242.842,1700,0.015090030954802259,1619.456,95.10639149568749,6.294115343222972,93.75036773055723,
104,ASW_2020_11_19_105,-0.02949666,6636,-0.02207272,4158,-0.0221229,4137,-0.01147538,2474,-0.009846929,2275,-0.004155767,496,0.355327,5033,5033,0.38002116774011296,3226.376,105,5033.0,0.355327,3226.376,2993,0.00986286721407096,2242.842,1700,0.014834035426644184,1619.456,94.22962199819351,6.159099138788808,92.88609918338206,
105,ASW_2020_11_19_106,-0.02953509,6636,-0.02194297,4170,-0.02197734,4137,-0.01136198,2485,-0.009713154,2276,-0.004267748,496,0.3516747,5033,5033,0.3762746041281427,3226.376,106,5033.0,0.3516747,3226.376,2993,0.009717056457627118,2242.842,1700,0.014837766092134832,1619.456,93.33118265812763,6.228304472860876,92.00046976153055,
106,ASW_2020_11_19_107,-0.02947688,6636,-0.02188776,4160,-0.02193691,4143,-0.01127959,2485,-0.009675504,2275,-0.004005642,496,0.3481093,5033,5033,0.3726728684652666,3226.376,107,5033.0,0.3481093,3226.376,2993,0.00966596585645356,2242.842,1700,0.014693327912310287,1619.456,92.47029256185854,6.109504519896048,91.15185420760677,
107,ASW_2020_11_19_108,-0.02873635,6636,-0.02151389,4166,-0.02148839,4124,-0.01107504,2485,-0.009468781,2276,-0.003684243,496,0.3449333,5033,5033,0.3689823611821863,3226.376,108,5033.0,0.3449333,3226.376,2993,0.009585124687004268,2242.842,1700,0.014403713501123596,1619.456,91.55248351578774,5.943599824133607,90.24713125237294,
108,ASW_2020_11_19_109,-0.0285742,6636,-0.02127224,4176,-0.02133566,4145,-0.01084929,2485,-0.009327501,2275,-0.003646904,496,0.3416209,5033,5033,0.36543695289430894,3226.376,109,5033.0,0.3416209,3226.376,2993,0.009454823903614457,2242.842,1700,0.014351740196177628,1619.456,90.65069905865086,5.966592042419429,89.35820440801767,
109,ASW_2020_11_19_110,-0.013607399999999999,6636,-0.006531188,4160,-0.006564121,4137,0.003807847,2485,0.005248445,2275,0.01094247,525,0.3531931,5033,5033,0.3622192528933764,3226.376,110,5033.0,0.3531931,3226.376,2974,0.00960121575544794,2233.682,1700,0.013848571071428572,1619.456,90.00200034795465,5.5004891544352015,88.7187548219524,
110,ASW_2020_11_19_111,-0.028002,6636,-0.02089381,4162,-0.02089156,4143,-0.01071707,2485,-0.009141573,2266,-0.003458763,506,0.33482140000000005,5033,5033,0.3582177295998384,3226.376,111,5033.0,0.33482140000000005,3226.376,2993,0.009291768006031364,2242.842,1700,0.014017765965909092,1619.456,88.90162306464191,5.7693073185056925,87.63406668132805,
111,ASW_2020_11_19_112,-0.02250878,6636,-0.01552448,4176,-0.0155752,4137,-0.0054356940000000005,2485,-0.003981295,2275,0.00175759,496,0.33652209999999994,5033,5033,0.3544797284146341,3226.376,112,5033.0,0.33652209999999994,3226.376,2993,0.009264421772154963,2242.842,1700,0.013601859623383923,1619.456,88.01236006839335,5.603484543506231,86.75748276728845,
112,ASW_2020_11_19_113,0.001805455,6636,0.005762655,4156,0.00551298,4097,0.01630639,2474,0.01829043,2275,0.03129415,1031,0.35948420000000003,5031,5031,0.35511773451612905,3225.4120000000007,113,5031.0,0.35948420000000003,3225.4120000000007,2974,0.008844901712877388,2233.682,1700,0.017703928102893896,1619.456,95.18977683623392,6.571662155671414,93.83256416569277,
113,ASW_2020_11_19_114,-0.026338599999999997,6636,-0.019550900000000003,4170,-0.01956007,4145,-0.009682568,2485,-0.008296978,2275,-0.002927618,525,0.3244532,5033,5033,0.3463795197485807,3226.376,114,5033.0,0.3244532,3226.376,3003,0.008990369648192772,2247.664,1700,0.013604781714285714,1619.456,85.97380126295552,5.686683436002415,84.74798966546244,
114,ASW_2020_11_19_115,-0.02480979,6636,-0.01822933,4166,-0.01824355,4145,-0.008534074000000001,2485,-0.007173589,2266,-0.00183269,496,0.3220158,5033,5033,0.3425549513846153,3226.376,115,5033.0,0.3220158,3226.376,2993,0.008948205619277108,2242.842,1700,0.01351452630282486,1619.456,84.99915692212609,5.614228960976355,83.78724177121148,
115,ASW_2020_11_19_116,-0.02473182,6636,-0.01801201,4166,-0.01804814,4137,-0.008385285,2485,-0.007003156,2266,-0.001700862,525,0.31829650000000004,5033,5033,0.3386672449271255,3226.376,116,5033.0,0.31829650000000004,3226.376,2993,0.008871518404358354,2242.842,1700,0.01327160947960942,1619.456,84.11845663594961,5.529695524289296,82.91909848040895,
116,ASW_2020_11_19_117,-0.02505801,6636,-0.01808156,4174,-0.01811564,4137,-0.008454403000000001,2485,-0.007040011999999998,2275,-0.001694176,496,0.3139862,5033,5033,0.33450186664094234,3226.376,117,5033.0,0.3139862,3226.376,2993,0.008713517859564162,2242.842,1700,0.01312655106970208,1619.456,83.0514685107623,5.49077747985817,81.86732343640446,
117,ASW_2020_11_19_118,-0.02417691,6636,-0.01749592,4166,-0.01750836,4143,-0.008049835,2485,-0.006734714,2266,-0.001416312,496,0.3107148,5033,5033,0.3305558286356275,3226.376,118,5033.0,0.3107148,3226.376,2974,0.008623854349215924,2233.682,1700,0.012984150258757064,1619.456,82.09494171234199,5.421076086488854,80.92443476524619,
118,ASW_2020_11_19_119,-0.02404893,6636,-0.01730333,4172,-0.01733488,4145,-0.007920168,2485,-0.006672973,2266,-0.001344145,496,0.3066908,5033,5033,0.32635125727272724,3226.376,119,5033.0,0.3066908,3226.376,2993,0.008559448732530122,2242.842,1700,0.012841145294915255,1619.456,81.0858416266059,5.391422242076068,79.92972239495279,
119,ASW_2020_11_19_120,-0.02366688,6636,-0.01687184,4166,-0.01688771,4145,-0.007640469,2485,-0.006408341,2266,-0.001258499,496,0.3031822,5033,5033,0.3224391815708502,3226.376,120,5033.0,0.3031822,3226.376,2993,0.008385558571084337,2242.842,1700,0.012792696366101695,1619.456,80.16916360448188,5.377656028005781,79.0261143375642,
120,ASW_2020_11_19_121,-0.02309152,6636,-0.01651575,4166,-0.01650806,4145,-0.007471052,2485,-0.006201334,2256,-0.0009980797,525,0.2994161,5033,5033,0.31824002513765176,3226.376,121,5033.0,0.2994161,3226.376,2993,0.008400136207228914,2242.842,1700,0.01256903930225303,1619.456,79.09782920315085,5.223460150917363,77.97005498647759,
121,ASW_2020_11_19_122,-0.02285761,6636,-0.01621664,4156,-0.01626231,4137,-0.007244700000000001,2474,-0.006074370999999999,2266,-0.0009513408,496,0.2954102,5031,5031,0.3139699241733871,3225.4120000000007,122,5031.0,0.2954102,3225.4120000000007,2993,0.008272524159350569,2242.842,1699,0.01247593771559322,1618.973,78.07796155839245,5.215176079356961,76.96472858066012,
122,ASW_2020_11_19_123,-0.02309595,6636,-0.01622625,4166,-0.01628429,4137,-0.007301464,2483,-0.0060566230000000006,2266,-0.0009656523,496,0.2910724,5033,5033,0.3097099981376518,3226.376,123,5033.0,0.2910724,3226.376,2993,0.008161036199516327,2242.842,1700,0.012379904877853109,1619.456,77.02162611102517,5.1768686259965255,75.9234543289502,
123,ASW_2020_11_19_124,-0.02255943,6636,-0.01585083,4166,-0.01586631,4116,-0.007095071999999998,2485,-0.005922344,2266,-0.0008866286,496,0.2873761,5033,5033,0.3055817300809717,3226.376,124,5033.0,0.2873761,3226.376,2993,0.00807738578969957,2242.842,1700,0.012204579086779662,1619.456,75.97183945984159,5.114047736754264,74.8886355009062,
124,ASW_2020_11_19_125,-0.02193475,6636,-0.01538325,4156,-0.01539202,4145,-0.006864937,2485,-0.005669435,2275,-0.0007109877000000001,496,0.28356020000000004,5031,5031,0.3012549671370968,3225.4120000000007,125,5031.0,0.28356020000000004,3225.4120000000007,2993,0.007842405869879521,2242.842,1700,0.011997450020517143,1619.456,74.94578531231309,4.998235806064908,73.87721079926932,
125,ASW_2020_11_19_126,-0.02082216,6636,-0.01469611,4156,-0.01473396,4137,-0.006502511,2485,-0.00535546,2275,-0.0004645312,496,0.2801099,5031,5033,0.2969716591330645,3226.376,126,5031.0,0.2801099,3225.4120000000007,2974,0.007850963765738498,2233.682,1690,0.011772118458684654,1614.634,73.84805403575022,4.913350885410335,72.79513093871883,
126,ASW_2020_11_19_127,-0.02030134,6636,-0.01430282,4166,-0.01435888,4145,-0.006188979,2485,-0.005127075,2266,-0.0003824628,496,0.2762836,5031,5031,0.2926871162753036,3225.4120000000007,127,5031.0,0.2762836,3225.4120000000007,2974,0.007737774456024094,2233.682,1699,0.011699870752881356,1618.973,72.72409863778908,4.900135503719271,71.6872008594206,
127,ASW_2020_11_19_128,-0.01981086,6636,-0.01390192,4166,-0.01393225,4137,-0.005970635,2474,-0.004912125,2275,-0.0002353244,496,0.27228990000000003,5031,5031,0.2882611451417004,3225.4120000000007,128,5031.0,0.27228990000000003,3225.4120000000007,2974,0.007601171851653638,2233.682,1700,0.011543576540191116,1619.456,71.65425428346704,4.810463948041553,70.6326103103018,
128,ASW_2020_11_19_129,-0.01951173,6636,-0.01352256,4166,-0.01355442,4145,-0.0057366990000000005,2485,-0.004680982,2266,-3.440087e-05,496,0.268313,5031,5031,0.28393298188259114,3225.4120000000007,129,5031.0,0.268313,3225.4120000000007,2974,0.00747096926566265,2233.682,1700,0.011352035113231641,1619.456,70.62004299861142,4.744209493857257,69.61314477553071,
129,ASW_2020_11_19_130,-0.01921714,6636,-0.01323755,4166,-0.01330286,4137,-0.0055834330000000005,2485,-0.004546326,2275,-4.056725e-05,496,0.26419390000000004,5031,5031,0.2795255169433199,3225.4120000000007,130,5031.0,0.26419390000000004,3225.4120000000007,2993,0.0074314858302663425,2242.842,1700,0.011254582881253514,1619.456,69.54753822726549,4.69995403282145,68.5559317415254,
130,ASW_2020_11_19_131,-0.01807255,6636,-0.01249329,4166,-0.01249957,4137,-0.005144219,2485,-0.004143076,2266,0.0001091312,496,0.2606615,5031,5031,0.27510866040485826,3225.4120000000007,131,5031.0,0.2606615,3225.4120000000007,2993,0.007268144756416466,2242.842,1700,0.011174264646779659,1619.456,68.45771232258004,4.708974228728827,67.48164453832285,
131,ASW_2020_11_19_132,-0.01708622,6636,-0.01182866,4166,-0.01187256,4137,-0.004746233,2483,-0.003797167,2266,0.0003207592,496,0.2570029,5031,5031,0.2706727702834008,3225.4120000000007,132,5031.0,0.2570029,3225.4120000000007,2974,0.007179552186215236,2233.682,1699,0.010976380708813559,1618.973,67.35097829996367,4.600358132774884,66.39069029257294,
132,ASW_2020_11_19_133,-0.01689606,6636,-0.01158983,4156,-0.01166101,4137,-0.00465109,2483,-0.003735928,2256,0.0005118026,496,0.252711,5033,5033,0.26617726697983873,3226.376,133,5033.0,0.252711,3226.376,2974,0.007034820057436519,2233.682,1700,0.010799372287727272,1619.456,66.22251086018586,4.518314335311958,65.27831250399991,
133,ASW_2020_11_19_134,-0.01727563,6636,-0.01169765,4166,-0.01176869,4116,-0.004714754,2485,-0.003841374,2256,0.0003954609,496,0.2478976,5031,5031,0.261548672145749,3225.4120000000007,134,5031.0,0.2478976,3225.4120000000007,2974,0.006916836955567137,2233.682,1700,0.010704466338409092,1619.456,65.12945602715043,4.475501536573915,64.20084241040044,
134,ASW_2020_11_19_135,-0.01696917,6636,-0.01137225,4166,-0.01143836,4137,-0.004585506,2485,-0.003722209,2275,0.0004019286,496,0.2438712,5031,5031,0.2572035049797571,3225.4120000000007,135,5031.0,0.2438712,3225.4120000000007,2974,0.006890527069733657,2233.682,1700,0.010478068671725687,1619.456,64.05515575439817,4.438184531968534,63.14185947518809,
135,ASW_2020_11_19_136,-0.01681873,6636,-0.01119963,4166,-0.01126349,4097,-0.004497434,2485,-0.003658456,2275,0.0005199529,496,0.239435,5031,5031,0.2526024524696356,3225.4120000000007,136,5031.0,0.239435,3225.4120000000007,2993,0.006743263547146403,2242.842,1700,0.010290372357785273,1619.456,62.92451825766939,4.311506117111828,62.027342570264025,
136,ASW_2020_11_19_137,-0.01637389,6636,-0.01084543,4156,-0.01089639,4137,-0.004323447,2483,-0.003502758,2266,0.0007576756,525,0.2353474,5031,5031,0.2481433955241936,3225.4120000000007,137,5031.0,0.2353474,3225.4120000000007,2993,0.006603111757799276,2242.842,1700,0.010085395834233195,1619.456,61.86607226016695,4.182273799240215,60.98398786057263,
137,ASW_2020_11_19_138,-0.01597964,6636,-0.01049951,4156,-0.01053734,4137,-0.0040997,2483,-0.0033241140000000004,2266,0.0007326995,496,0.2311287,5031,5031,0.243561723608871,3225.4120000000007,138,5031.0,0.2311287,3225.4120000000007,2974,0.006545043744860943,2233.682,1699,0.00997804548898305,1618.973,60.7612672983915,4.194262695258069,59.894935171178204,
138,ASW_2020_11_19_139,-0.01573731,6636,-0.01052059,4166,-0.01056336,4116,-0.004351801,2485,-0.003586035,2256,0.0002743194,496,0.2265008,5031,5031,0.2388482980161943,3225.4120000000007,139,5031.0,0.2265008,3225.4120000000007,2993,0.0063840178218700205,2242.842,1700,0.00986087295090909,1619.456,59.59207312806187,4.154130545064623,58.74241133242225,
139,ASW_2020_11_19_140,0.001079248,6636,0.006572668,4156,0.006511957,4137,0.01261667,2464,0.01301068,2256,0.01819733,1031,0.2393928,5031,5031,0.2347583346209677,3225.4120000000007,140,5031.0,0.2393928,3225.4120000000007,2974,0.006613050490137475,2233.682,1757,0.007769853999999995,1646.937,58.81645766779987,2.4968317464679988,57.97785457158287,
140,ASW_2020_11_19_141,-0.0158405,6636,-0.01047463,4166,-0.01051568,4137,-0.004452359,2485,-0.003770141,2266,0.0001145339,496,0.2173551,5031,5031,0.229708870708502,3225.4120000000007,141,5031.0,0.2173551,3225.4120000000007,2974,0.006254116158329296,2233.682,1699,0.009539342193050849,1618.973,57.34153265423581,4.039134670199071,56.523958989781754,
141,ASW_2020_11_19_142,-0.01552415,6636,-0.01006967,4166,-0.010165700000000001,4116,-0.004208651,2483,-0.003548581,2275,0.0004869887,496,0.21317600000000006,5031,5031,0.22515584214574905,3225.4120000000007,142,5031.0,0.21317600000000006,3225.4120000000007,2974,0.006059935239063072,2233.682,1699,0.0092775187227656,1618.973,56.24870347189273,3.9035154014175566,55.44671132955494,
142,ASW_2020_11_19_143,-0.01494828,6636,-0.009543473,4166,-0.009598893,4137,-0.003800355,2483,-0.003147101,2266,0.0006893347,496,0.2089859,5031,5031,0.22042214954048586,3225.4120000000007,143,5031.0,0.2089859,3225.4120000000007,2974,0.006008415513542925,2233.682,1699,0.009108349089322034,1618.973,55.15320298577785,3.875345231210809,54.36683045291665,
143,ASW_2020_11_19_144,0.02596991,6636,0.0317092,4156,0.03157004,4097,0.03719575,2383,0.03726588,2256,0.04085689,1031,0.2468279,5031,5031,0.21714365110887096,3225.4120000000007,144,5031.0,0.2468279,3225.4120000000007,2974,0.007003306820303389,2233.682,1757,0.006452463069387758,1646.937,54.754890230837184,2.4926233940446942,53.97419682798125,
144,ASW_2020_11_19_145,0.008427203000000001,6636,0.01397815,4156,0.01388822,4137,0.01944535,2483,0.019839700000000002,2256,0.02379053,1031,0.2237869,5031,5031,0.21176724944556446,3225.4120000000007,145,5031.0,0.2237869,3225.4120000000007,2993,0.006176964413542926,2242.842,1757,0.007212571493877552,1646.937,53.31006044598524,2.5981077137664963,52.54996737812267,
145,ASW_2020_11_19_146,-0.01320617,6636,-0.007810385,4156,-0.007867210999999999,4137,-0.002451863,2483,-0.00185655,2275,0.002017554,496,0.1966303,5031,5031,0.20634443978830644,3225.4120000000007,146,5031.0,0.1966303,3225.4120000000007,2974,0.005685674122128174,2233.682,1699,0.008651071667790895,1618.973,51.73653623989121,3.6443720314076256,50.99887842779767,
146,ASW_2020_11_19_147,-0.01283186,6636,-0.007387767,4166,-0.007423099,4137,-0.002109848,2483,-0.001595597,2256,0.002369865,496,0.1924288,5031,5031,0.2017231015931174,3225.4120000000007,147,5031.0,0.1924288,3225.4120000000007,2974,0.0055278870042321645,2233.682,1699,0.008453932401136363,1618.973,50.64443794310496,3.566435846319352,49.922351232185925,
147,ASW_2020_11_19_148,-0.01175386,6636,-0.006595098000000001,4156,-0.006644079000000001,4137,-0.001608093,2483,-0.001106128,2256,0.002784468,496,0.18860710000000006,5031,5031,0.19702232572177425,3225.4120000000007,148,5031.0,0.18860710000000006,3225.4120000000007,2974,0.005381919195888755,2233.682,1699,0.008354806788636364,1618.973,49.52258313976132,3.4762703713350898,48.81649179729677,
148,ASW_2020_11_19_149,-0.01173361,6636,-0.006366937,4166,-0.006396646,4097,-0.001342289,2485,-0.0008566786,2256,0.003147129,496,0.1840491,5031,5031,0.19229545892105265,3225.4120000000007,149,5031.0,0.1840491,3225.4120000000007,2974,0.00539199356885856,2233.682,1699,0.008116387490227275,1618.973,48.32132235274818,3.3870282615454483,47.63235854661108,
149,ASW_2020_11_19_150,-0.01139176,6636,-0.005960805,4156,-0.006034434,4137,-0.001041902,2485,-0.0005313108000000001,2266,0.003385462,467,0.1797599,5031,5031,0.18763686855846773,3225.4120000000007,150,5031.0,0.1797599,3225.4120000000007,2974,0.005206149648910412,2233.682,1699,0.007992477551750973,1618.973,47.18241018447479,3.3515737233186447,46.50968495013372,
150,ASW_2020_11_19_151,-0.009656992,6636,-0.00485595,4166,-0.004915833,4137,-0.0003072898,2485,0.0001062776,2256,0.003909245,496,0.17649189999999998,5031,5031,0.18302918657085016,3225.4120000000007,151,5031.0,0.17649189999999998,3225.4120000000007,2974,0.005056510904600483,2233.682,1699,0.007838766648977272,1618.973,46.059981955671866,3.3042857370321723,45.403260265666525,
151,ASW_2020_11_19_152,-0.009336703,6636,-0.004433438,4174,-0.004497834,4137,2.440158e-06,2474,0.0004233686,2256,0.004071057,448,0.17227879999999998,5031,5031,0.1784190203334687,3225.4120000000007,152,5031.0,0.17227879999999998,3225.4120000000007,2993,0.005013733060281419,2242.842,1700,0.0077442385159292035,1619.456,44.92520253858576,3.3270376461056195,44.2846604957476,
152,ASW_2020_11_19_153,-0.008362773,6636,-0.003670166,4164,-0.003747119,4116,0.0005566301,2483,0.000940708,2266,0.004823989,467,0.1685929,5031,5031,0.17390889539684465,3225.4120000000007,153,5031.0,0.1685929,3225.4120000000007,2993,0.00484482690428659,2242.842,1700,0.0074472421106170075,1619.456,43.85291845416808,3.0932753861363564,43.22766500212353,
153,ASW_2020_11_19_154,-0.007783099,6636,-0.003116062,4156,-0.0031766990000000003,4097,0.0009691832,2483,0.0013567470000000002,2256,0.005167493,467,0.1645709,5031,5031,0.16933359803830644,3225.4120000000007,154,5031.0,0.1645709,3225.4120000000007,2974,0.004819188621685253,2233.682,1700,0.007290581301285634,1619.456,42.74398100179218,3.0916386327148264,42.13453874304208,
154,ASW_2020_11_19_155,-0.006949739,6636,-0.002439181,4156,-0.002520177,4116,0.001476785,2485,0.001836423,2256,0.005791752,496,0.16081979999999998,5031,5031,0.16485040771370965,3225.4120000000007,155,5031.0,0.16081979999999998,3225.4120000000007,2974,0.0047431274138565295,2233.682,1699,0.007160825265340908,1618.973,41.610208468524476,2.9521908738288247,41.016931500825685,
155,ASW_2020_11_19_156,-0.006683651,6636,-0.001928415,4166,-0.002012222,4116,0.001997335,2485,0.0023174610000000003,2256,0.006332175,1031,0.1568265,5031,5031,0.16042021019838054,3225.4120000000007,156,5031.0,0.1568265,3225.4120000000007,3003,0.004498700536480686,2247.664,1699,0.006401163124081634,1618.973,40.56447103336573,2.1771983043416467,39.986104155219,
156,ASW_2020_11_19_157,-0.0053654440000000005,6636,-0.0007084427,4166,-0.0007947542,4097,0.003110521,2485,0.0033696140000000004,2256,0.007550596,1031,0.15363220000000002,5031,5031,0.1559715358678138,3225.4120000000007,157,5031.0,0.15363220000000002,3225.4120000000007,2974,0.00443673074739454,2233.682,1757,0.00625456578122449,1646.937,39.43704757504318,2.1469064137906577,38.874755463048274,
157,ASW_2020_11_19_158,0.001811116,6636,0.005096724,4156,0.004987343,4097,0.008112491,2483,0.008395835,2256,0.01342526,1031,0.1553967,5031,5031,0.1514592126935484,3225.4120000000007,158,5031.0,0.1553967,3225.4120000000007,2974,0.0042394400706319705,2233.682,1699,0.005885816244897962,1618.973,38.50591025857285,2.1849756825445423,37.956894271451,
158,ASW_2020_11_19_159,0.11512930000000003,6636,0.1084299,4156,0.1074382,3942,0.1070048,2483,0.1074522,2266,0.12127,1031,0.2569395,5035,5035,0.14613509491935486,3227.34,159,5035.0,0.2569395,3227.34,2974,0.0034230470870459245,2233.682,499,0.034890716923076937,1040.424,38.13226014608853,3.647014077503723,37.58857164983677,
159,ASW_2020_11_19_160,-0.001314428,6636,0.0001907011,4156,-0.0006117947,3951,-0.001644766,2285,-0.002079109,2150,-0.002296578,372,0.06054293,5031,5031,0.06088327243326613,3225.4120000000007,160,5031.0,0.06054293,3225.4120000000007,2934,0.002297156015786314,2214.397,1346,0.004708316062992126,1448.784,15.318774152645547,2.0900592037268115,15.100359580533526,
0,ASW_2020_11_23_1,-0.04860547,6636,-0.05494169999999999,4425,-0.05145433,4147,-0.02776273,2481,-0.02477632,2279,-0.006928184,932,0.3147422,5115,5115,0.367706514789688,3265.91,1,5115.0,0.3147422,3265.91,2967,0.010980135054021609,2230.307,1801,0.022374673023014102,1668.15,119.7684119785903,4.99766326203838,103.31773513147068,
